# Which files in this corpus reach which extractor, and with how many items.
#
# Generated: cargo run --release --example seed_reach_manifest
# Consumed:  scripts/prep-fuzz-corpus.sh, to pick seeds by whether they reach a
#            verifier rather than by filename order.
# Checked:   tests/fuzz_input_reach.rs re-measures this and fails if it is stale.
#
# Files reaching no extractor are omitted, so `files scanned` and `files listed`
# differ; both are stated because their difference is the thing worth seeing.
# corpus: orchard_v5_pre_nu6_2
# files scanned: 550
# files listed: 210
#
# file	orchard	sapling	redjubjub	sprout
v5_3301264_c13419351359d48a.bin	1	0	0	0
v5_3301284_6248bdf28631a18d.bin	1	0	0	0
v5_3301293_8f5677212082981d.bin	1	1	5	0
v5_3301314_051ba40890c74af8.bin	1	0	0	0
v5_3301336_0742f4f8293ea08d.bin	1	0	0	0
v5_3301353_b2b51d90d84bb799.bin	1	0	0	0
v5_3301367_558072a7c4c42451.bin	1	0	0	0
v5_3301404_1482baa66661b4fd.bin	1	0	0	0
v5_3301440_f3970a3daa6fab74.bin	1	0	0	0
v5_3301453_27ee80da7942d188.bin	1	0	0	0
v5_3301483_d5e93a5c60af4a5b.bin	1	0	0	0
v5_3301513_cc9b746d96394f14.bin	1	0	0	0
v5_3301544_5ede97a4ebd94331.bin	1	0	0	0
v5_3301566_e9a98f6f5f137bea.bin	1	0	0	0
v5_3301619_a39cc20a60bd5f1b.bin	1	0	0	0
v5_3301661_5845098bbfb88c19.bin	1	0	0	0
v5_3301715_5539487c17bd9cc5.bin	1	0	0	0
v5_3301747_66dc73f7c5c9504d.bin	1	0	0	0
v5_3301761_5eb06193f3a9036b.bin	1	0	0	0
v5_3301775_0df91b82d7dddd93.bin	1	0	0	0
v5_3301810_1b7520eb37c0738e.bin	1	0	0	0
v5_3301862_260527573b127508.bin	1	0	0	0
v5_3301889_7883032f843199a6.bin	1	0	0	0
v5_3301901_03bbfd80b855a8c0.bin	1	0	0	0
v5_3301911_9f96f7f3c8ee764b.bin	1	0	0	0
v5_3301926_c097ec0b1d962eb5.bin	1	0	0	0
v5_3301940_34ea2cf601fb2e84.bin	1	0	0	0
v5_3301970_aced6f71bdfa2ca0.bin	1	0	0	0
v5_3301987_1a6d5db84659feb9.bin	1	0	0	0
v5_3301998_008ceb78f1f600a5.bin	1	0	0	0
v5_3302016_441894b66eb33cc3.bin	1	0	0	0
v5_3302034_1305a0b75aeca251.bin	1	0	0	0
v5_3302048_e7bfe4d8b51477b9.bin	1	0	0	0
v5_3302064_83f889b98acb0e3b.bin	1	0	0	0
v5_3302090_873d98d5b6f08e05.bin	1	0	0	0
v5_3302119_e1af7dc6ed251651.bin	1	0	0	0
v5_3302141_dfa75f240ae87626.bin	1	0	0	0
v5_3302182_2489acf48a59999d.bin	1	0	0	0
v5_3302220_cfaf8ee3364189dc.bin	1	0	0	0
v5_3302246_c8eda632ef2b18c0.bin	1	0	0	0
v5_3302266_0ca502db8752ebdc.bin	1	0	0	0
v5_3302272_4bf715fb86178053.bin	1	0	0	0
v5_3302282_64972b02952e7d1c.bin	1	0	0	0
v5_3302292_094226d413500111.bin	1	0	0	0
v5_3302303_23be3011a0dedd69.bin	1	0	0	0
v5_3302313_7bcbccb8630c12bc.bin	1	0	0	0
v5_3302324_3039a773dfd590aa.bin	1	0	0	0
v5_3302340_72ad62888e52ebaa.bin	1	0	0	0
v5_3302350_bdfce5ba4b446b82.bin	1	0	0	0
v5_3302362_4a6cbe6d9ced5641.bin	1	0	0	0
v5_3302380_141ce8e155999f90.bin	1	0	0	0
v5_3302388_3e8f730139a6b108.bin	1	0	0	0
v5_3302406_6905a45e48ed7c88.bin	1	0	0	0
v5_3302433_182829227158ed99.bin	1	0	0	0
v5_3302448_fa3fffb623960e3a.bin	1	0	0	0
v5_3302494_79e036ac7910bbd5.bin	1	0	0	0
v5_3302519_035c80d24d5202f4.bin	1	0	0	0
v5_3302532_b32cb0b236bb824d.bin	1	0	0	0
v5_3302541_a5fc542ac1481543.bin	1	0	0	0
v5_3302570_f196c26d92099607.bin	1	0	0	0
v5_3302592_64d7087e17b7d95b.bin	1	0	0	0
v5_3302625_cb4a6e070d961113.bin	1	0	0	0
v5_3302653_b7f33f532ae21a1d.bin	1	0	0	0
v5_3302684_98437ce51431eea6.bin	1	0	0	0
v5_3302702_e3877a0b291b1ae6.bin	1	0	0	0
v5_3302727_0ce9441c17ed15c5.bin	1	0	0	0
v5_3302747_cefd02bc78d08069.bin	1	0	0	0
v5_3302773_e7feac6eb02a0e88.bin	1	0	0	0
