# Which files in this corpus reach which extractor, and with how many items.
#
# Generated: cargo run --release --example seed_reach_manifest
# Consumed:  scripts/prep-fuzz-corpus.sh, to pick seeds by whether they reach a
#            verifier rather than by filename order.
# Checked:   tests/fuzz_input_reach.rs re-measures this and fails if it is stale.
#
# Files reaching no extractor are omitted, so `files scanned` and `files listed`
# differ; both are stated because their difference is the thing worth seeing.
# corpus: historical_419200_1046400
# files scanned: 2032
# files listed: 491
#
# file	orchard	sapling	redjubjub	sprout
v4_0618200_4a2b9a956ad7c139.bin	0	0	0	1
v4_0619950_3a70e6167bff953b.bin	0	0	0	1
v4_0619950_ff96a0171aa70705.bin	0	0	0	1
v4_0620950_b46eedfcb7b8af7d.bin	0	0	0	1
v4_0620950_c1437439c2ebeecf.bin	0	0	0	1
v4_0621950_ce9d6f9a5a95872f.bin	0	0	0	1
v4_0622450_7674432fa4913e29.bin	0	0	0	1
v4_0622450_bc10db41db536c90.bin	0	0	0	1
v4_0625950_3ded9c5c301383d4.bin	0	0	0	1
v4_0626200_5dcb21a8fbfd1aec.bin	0	0	0	1
v4_0627200_2645e3aff714c5bb.bin	0	0	0	1
v4_0627200_88a4f4526eae5d64.bin	0	0	0	1
v4_0627700_dd44324b2944edad.bin	0	0	0	1
v4_0628450_c3fa9c7dd0bcfaef.bin	0	0	0	1
v4_0630450_98bdaa868a4b57b6.bin	0	0	0	1
v4_0630700_838fae802c45e033.bin	0	0	0	1
v4_0631950_bad79f44e9546933.bin	0	0	0	1
v4_0632450_a562487985088be1.bin	0	0	0	1
v4_0633200_9036aa2237b0ddaf.bin	0	0	0	1
v4_0636200_bfdf979fbc71a835.bin	0	0	0	1
v4_0637450_2c124c763e48ce25.bin	0	0	0	1
v4_0637450_6f762dc875720116.bin	0	0	0	1
v4_0639200_48f37542bd224210.bin	0	0	0	1
v4_0639200_fc03b67856004eae.bin	0	0	0	1
v4_0639700_cbcae26447ced893.bin	0	0	0	1
v4_0640700_793996efceab0764.bin	0	0	0	1
v4_0640700_d271f8b2f6f7748f.bin	0	0	0	1
v4_0640950_c8dbaa5e70f0ec4d.bin	0	0	0	1
v4_0641200_48227147336a862b.bin	0	0	0	1
v4_0641200_71a860cb429861b8.bin	0	0	0	1
v4_0642950_fc829818e50137da.bin	0	0	0	1
v4_0643450_eed45d65a24ec0bc.bin	0	0	0	1
v4_0647450_503a25f346a8036f.bin	0	0	0	1
v4_0647450_6883b492013e9f50.bin	0	0	0	1
v4_0648200_83c910edec25fd43.bin	0	0	0	1
v4_0649700_62624dea2d2c95e3.bin	0	0	0	1
v4_0651450_60934eb15f06b706.bin	0	0	0	1
v4_0651950_7931909babcd765d.bin	0	0	0	1
v4_0658950_be68304fef22b3f5.bin	0	0	0	1
v4_0658950_f6a0d0b3f8919115.bin	0	0	0	1
v4_0659700_5c352ffa499488cd.bin	0	0	0	1
v4_0659700_e6f54139ff981609.bin	0	0	0	1
v4_0661700_1b4193b3bbd26cc9.bin	0	0	0	1
v4_0662200_7ce419f310b9cc26.bin	0	0	0	1
v4_0664200_9c99bde397155ad0.bin	0	0	0	1
v4_0664950_203a7705951eca23.bin	0	0	0	1
v4_0669200_fbf2debcf1c3e3e0.bin	0	0	0	1
v4_0670200_2a48836a124b7462.bin	0	0	0	1
v4_0671200_9a5cd10303ec6ab6.bin	0	0	0	1
v4_0672700_8a212aa7242696fd.bin	0	0	0	1
v4_0673200_b3f12cfc51e72740.bin	0	0	0	1
v4_0673700_66f687afa9256c09.bin	0	0	0	1
v4_0673950_bca189b076b6fb04.bin	0	0	0	1
v4_0673950_f34927f1d21a629e.bin	0	0	0	1
v4_0674950_32c07d7edcc97042.bin	0	0	0	1
v4_0674950_917212ca3747f428.bin	0	0	0	1
v4_0675950_685aff163ef94de6.bin	0	0	0	1
v4_0675950_cfb974f9f093075f.bin	0	0	0	1
v4_0683450_39608f654cb32fe9.bin	0	0	0	1
v4_0684200_2d71af4d5d5c0e66.bin	0	0	0	1
v4_0689700_37c617c450a7462c.bin	0	0	0	1
v4_0689700_d9992fbae9bfef80.bin	0	0	0	1
v4_0691200_9dcedf8d79a9a0da.bin	0	0	0	1
v4_0691200_dd49485d555c2c4d.bin	0	0	0	1
v4_0691950_96c25fb2ddd68c0e.bin	0	0	0	1
v4_0692450_a630f44d59a963a3.bin	0	0	0	1
v4_0693200_3e854a4cbcc330f7.bin	0	0	0	1
v4_0693950_e4e60156dcee9f54.bin	0	0	0	1
v4_0697700_69fdf165ef4387e0.bin	0	0	0	1
v4_0697700_fc5120640e40f6f1.bin	0	0	0	1
v4_0703200_055aa9a810731ed4.bin	0	0	0	1
v4_0704200_5c76e56329a4f742.bin	0	0	0	1
v4_0705200_bc9ebe44ec84fade.bin	0	0	0	1
v4_0709200_3be9bf19f2a37575.bin	0	0	0	1
v4_0713450_96a298c305d2c50a.bin	0	0	0	1
v4_0713950_e997edce9edbc1a3.bin	0	0	0	1
v4_0715950_533881a6bbec6764.bin	0	0	0	1
v4_0715950_f6d2c90044001e2a.bin	0	0	0	1
v4_0725200_9e98dbed1ef2feaf.bin	0	0	0	2
v4_0730950_90a86dcc23e5e93f.bin	0	0	0	1
v4_0732200_687a49dc9b9db9d3.bin	0	0	0	1
v4_0734200_f6f7970448f82b57.bin	0	0	0	1
v4_0738950_3feac7f258eabe69.bin	0	0	0	1
v4_0739450_99376aade5a684ef.bin	0	0	0	1
v4_0741450_99b75a28404cd9d0.bin	0	0	0	1
v4_0745450_937e814313103dd5.bin	0	0	0	1
v4_0746200_363e8952fa26dff2.bin	0	0	0	1
v4_0746450_c2c3f4509baf61e4.bin	0	0	0	1
v4_0746950_f36fdf21301e0413.bin	0	0	0	1
v4_0748450_eb16b3a7f00715ce.bin	0	0	0	1
