# Which files in this corpus reach which extractor, and with how many items.
#
# Generated: cargo run --release --example seed_reach_manifest
# Consumed:  scripts/prep-fuzz-corpus.sh, to pick seeds by whether they reach a
#            verifier rather than by filename order.
# Checked:   tests/fuzz_input_reach.rs re-measures this and fails if it is stale.
#
# Files reaching no extractor are omitted, so `files scanned` and `files listed`
# differ; both are stated because their difference is the thing worth seeing.
# corpus: nu6_3_activation
# files scanned: 172
# files listed: 172
#
# file	orchard	sapling	redjubjub	sprout
v6_3430600_eede7ed004e36c07.bin	2	0	0	0
v6_3430600_fc81e6a55abffc61.bin	1	0	0	0
v6_3430650_86ec48ed72d51f6c.bin	2	1	30	0
v6_3430700_caa35b150c32be95.bin	2	0	0	0
v6_3430700_ec9d7c00d29176f6.bin	1	0	0	0
v6_3430900_ed234b1debf26b9c.bin	1	0	0	0
v6_3430950_1b9471ba005af774.bin	2	0	0	0
v6_3430950_28706daff3e95d01.bin	1	0	0	0
v6_3430950_59c011f5d38643d4.bin	1	0	0	0
v6_3430950_5cc9245b3a68781b.bin	1	0	0	0
v6_3430950_6b32b2ff48b6c430.bin	1	0	0	0
v6_3431050_002d1d1678ac44b9.bin	1	0	0	0
v6_3431050_42777f90f7b0c945.bin	2	0	0	0
v6_3431050_f2f8396b7a7bacf9.bin	2	0	0	0
v6_3431100_290d840bf7ab5c8b.bin	2	0	0	0
v6_3431150_fcc886aca6602290.bin	1	0	0	0
v6_3431200_00e008dcc525bc61.bin	2	0	0	0
v6_3431200_f1e53fa79e28c659.bin	2	0	0	0
v6_3431250_251e96d34375b540.bin	1	0	0	0
v6_3431250_401411de222b2fc1.bin	2	0	0	0
v6_3431300_273be2d4deffd0fd.bin	1	0	0	0
v6_3431300_972763d57d9f0026.bin	2	0	0	0
v6_3431350_7779dd58871d849b.bin	1	0	0	0
v6_3431400_0e8a0b0d752e3f8e.bin	2	0	0	0
v6_3431400_1597236fbc55c4f9.bin	1	0	0	0
v6_3431400_3fab1e3dcf2ead17.bin	2	0	0	0
v6_3431400_7f67be4057020db3.bin	2	0	0	0
v6_3431400_aea2715fafa505d3.bin	2	0	0	0
v6_3431400_b1ebdd868c67c9d2.bin	2	0	0	0
v6_3431400_c6ca1204f439ce02.bin	2	0	0	0
